"","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","no_chemistry","why_no_chemistry","LAKE","purpose"
"3334","2011alg0s32","PHOSPHORUS, DISSOLVED (AS P)","2020-07-09","7723-14-0","D",0.0066,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104ALG0276A","probability"
"3335","2011alg0s32","PHOSPHORUS, TOTAL (AS P)","2020-07-09","7723-14-0","T",0.0114,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104ALG0276A","probability"
"3336","2011alg0s32","SULFATE (AS SO4)","2020-07-09","14808-79-8","T",2.5,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104ALG0276A","probability"
"3337","2011alg0s32","TOTAL ORGANIC CARBON","2020-07-09","TOC","T",5.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104ALG0276A","probability"
"3338","2011bra0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-31","ALK","T",23.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3339","2011bra0s41","Arsenic","2020-08-31","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3340","2011bra0s41","Calcium","2020-08-31","7440-70-2","T",8220,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3341","2011bra0s41","Carbon, Dissolved Organic (DOC)","2020-08-31","DOC","D",3.1,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104BRA0347","probability"
"3342","2011bra0s41","CHLORIDE (AS CL)","2020-08-31","16887-00-6","T",9.4,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3343","2011bra0s41","Chlorophyll A","2020-08-31","479-61-8","T",1.54,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3344","2011bra0s41","Color, True","2020-08-31","COLOR","T",7,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1104BRA0347","probability"
"3345","2011bra0s41","HARDNESS (AS CACO3)","2020-08-31","HARD","T",24.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3346","2011bra0s41","Iron","2020-08-31","7439-89-6","T",NA,"ug/l",20,"ug/l",100,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3347","2011bra0s41","Manganese","2020-08-31","7439-96-5","T",13,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3348","2011bra0s41","Nitrate+Nitrite as Nitrogen","2020-08-31","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3349","2011bra0s41","Nitrogen, ammonia (As N)","2020-08-31","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3350","2011bra0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-31","KN","T",0.1,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3351","2011bra0s41","pH of Color Analysis","2020-08-31","PHCOLOR","T",6.73,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3352","2011bra0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-31","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3353","2011bra0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-31","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3354","2011bra0s41","SULFATE (AS SO4)","2020-08-31","14808-79-8","T",3.4,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3355","2011bra0s41","TOTAL ORGANIC CARBON","2020-08-31","TOC","T",2.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3356","2011bra0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-31","ALK","T",21.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3357","2011bra0s42","Arsenic","2020-08-31","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3358","2011bra0s42","Calcium","2020-08-31","7440-70-2","T",8020,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3359","2011bra0s42","Carbon, Dissolved Organic (DOC)","2020-08-31","DOC","D",3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3360","2011bra0s42","CHLORIDE (AS CL)","2020-08-31","16887-00-6","T",8.2,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3361","2011bra0s42","Color, True","2020-08-31","COLOR","T",9,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3362","2011bra0s42","HARDNESS (AS CACO3)","2020-08-31","HARD","T",24.3,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3363","2011bra0s42","Iron","2020-08-31","7439-89-6","T",102,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3364","2011bra0s42","Manganese","2020-08-31","7439-96-5","T",218,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3365","2011bra0s42","Nitrate+Nitrite as Nitrogen","2020-08-31","NO3NO2N","T",0.0033,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3366","2011bra0s42","Nitrogen, ammonia (As N)","2020-08-31","7664-41-7","T",0.017,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3367","2011bra0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-31","KN","T",0.19,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3368","2011bra0s42","pH of Color Analysis","2020-08-31","PHCOLOR","T",6.61,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3369","2011bra0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-31","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104BRA0347","probability"
"3370","2011bra0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-31","7723-14-0","T",0.0053,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3371","2011bra0s42","SULFATE (AS SO4)","2020-08-31","14808-79-8","T",3.4,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3372","2011bra0s42","TOTAL ORGANIC CARBON","2020-08-31","TOC","T",3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104BRA0347","probability"
"3373","2011dur0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-09-01","ALK","T",3.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3374","2011dur0s41","Arsenic","2020-09-01","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3375","2011dur0s41","Calcium","2020-09-01","7440-70-2","T",2500,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3376","2011dur0s41","Carbon, Dissolved Organic (DOC)","2020-09-01","DOC","D",6.9,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3377","2011dur0s41","CHLORIDE (AS CL)","2020-09-01","16887-00-6","T",14.3,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3378","2011dur0s41","Chlorophyll A","2020-09-01","479-61-8","T",3.09,"ug/l",NA,"ug/l",0.21,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3379","2011dur0s41","Color, True","2020-09-01","COLOR","T",26,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3380","2011dur0s41","HARDNESS (AS CACO3)","2020-09-01","HARD","T",8.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3381","2011dur0s41","Iron","2020-09-01","7439-89-6","T",140,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3382","2011dur0s41","Manganese","2020-09-01","7439-96-5","T",4.3,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3383","2011dur0s41","Nitrate+Nitrite as Nitrogen","2020-09-01","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3384","2011dur0s41","Nitrogen, ammonia (As N)","2020-09-01","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3385","2011dur0s41","NITROGEN, KJELDAHL, TOTAL","2020-09-01","KN","T",0.53,"mg/l",0.1,"mg/l",0.1,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3386","2011dur0s41","pH of Color Analysis","2020-09-01","PHCOLOR","T",7.18,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3387","2011dur0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-09-01","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3388","2011dur0s41","PHOSPHORUS, TOTAL (AS P)","2020-09-01","7723-14-0","T",0.0076,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3389","2011dur0s41","SULFATE (AS SO4)","2020-09-01","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3390","2011dur0s41","TOTAL ORGANIC CARBON","2020-09-01","TOC","T",6.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104DUR0641A","probability"
"3391","2011fou0s31","ALKALINITY, TOTAL (AS CaCO3)","2020-07-09","ALK","T",22.8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3392","2011fou0s31","Arsenic","2020-07-09","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3393","2011fou0s31","Calcium","2020-07-09","7440-70-2","T",9040,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3394","2011fou0s31","Carbon, Dissolved Organic (DOC)","2020-07-09","DOC","D",3.7,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104FOU0325","probability"
"3395","2011fou0s31","CHLORIDE (AS CL)","2020-07-09","16887-00-6","T",15.2,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3396","2011fou0s31","Chlorophyll A","2020-07-09","479-61-8","T",4.55,"ug/l",NA,"ug/l",0.21,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3397","2011fou0s31","Color, True","2020-07-09","COLOR","T",34,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3398","2011fou0s31","HARDNESS (AS CACO3)","2020-07-09","HARD","T",31.2,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3399","2011fou0s31","Iron","2020-07-09","7439-89-6","T",362,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3400","2011fou0s31","Manganese","2020-07-09","7439-96-5","T",24.4,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3401","2011fou0s31","Nitrate+Nitrite as Nitrogen","2020-07-09","NO3NO2N","T",0.0364,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3402","2011fou0s31","Nitrogen, ammonia (As N)","2020-07-09","7664-41-7","T",0.012,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3403","2011fou0s31","NITROGEN, KJELDAHL, TOTAL","2020-07-09","KN","T",0.35,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3404","2011fou0s31","NITROGEN, NITRATE (AS N)","2020-07-09","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3405","2011fou0s31","NITROGEN, NITRITE","2020-07-09","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3406","2011fou0s31","pH of Color Analysis","2020-07-09","PHCOLOR","T",7.15,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3407","2011fou0s31","PHOSPHORUS, DISSOLVED (AS P)","2020-07-09","7723-14-0","D",0.0053,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3408","2011fou0s31","PHOSPHORUS, TOTAL (AS P)","2020-07-09","7723-14-0","T",0.0162,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3409","2011fou0s31","SULFATE (AS SO4)","2020-07-09","14808-79-8","T",3.7,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3410","2011fou0s31","TOTAL ORGANIC CARBON","2020-07-09","TOC","T",3.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3411","2011fou0s32","ALKALINITY, TOTAL (AS CaCO3)","2020-07-09","ALK","T",29.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3412","2011fou0s32","Arsenic","2020-07-09","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3413","2011fou0s32","Calcium","2020-07-09","7440-70-2","T",11200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3414","2011fou0s32","Carbon, Dissolved Organic (DOC)","2020-07-09","DOC","D",4.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3415","2011fou0s32","CHLORIDE (AS CL)","2020-07-09","16887-00-6","T",23.8,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3416","2011fou0s32","Color, True","2020-07-09","COLOR","T",225,"color unit",NA,"color unit",25,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3417","2011fou0s32","HARDNESS (AS CACO3)","2020-07-09","HARD","T",38.8,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3418","2011fou0s32","Iron","2020-07-09","7439-89-6","T",8690,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3419","2011fou0s32","Manganese","2020-07-09","7439-96-5","T",576,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3420","2011fou0s32","Nitrate+Nitrite as Nitrogen","2020-07-09","NO3NO2N","T",0.0255,"mg/l",0.0015,"mg/l",0.002,NA,"T","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3421","2011fou0s32","Nitrogen, ammonia (As N)","2020-07-09","7664-41-7","T",0.914,"mg/l",0.013,"mg/l",0.05,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3422","2011fou0s32","NITROGEN, KJELDAHL, TOTAL","2020-07-09","KN","T",1.24,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3423","2011fou0s32","NITROGEN, NITRATE (AS N)","2020-07-09","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3424","2011fou0s32","NITROGEN, NITRITE","2020-07-09","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3425","2011fou0s32","pH of Color Analysis","2020-07-09","PHCOLOR","T",6.64,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3426","2011fou0s32","PHOSPHORUS, DISSOLVED (AS P)","2020-07-09","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104FOU0325","probability"
"3427","2011fou0s32","PHOSPHORUS, TOTAL (AS P)","2020-07-09","7723-14-0","T",0.0228,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3428","2011fou0s32","SULFATE (AS SO4)","2020-07-09","14808-79-8","T",2.8,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3429","2011fou0s32","TOTAL ORGANIC CARBON","2020-07-09","TOC","T",4.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104FOU0325","probability"
"3430","2011gre0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-31","ALK","T",17.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3431","2011gre0s41","Arsenic","2020-08-31","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3432","2011gre0s41","Calcium","2020-08-31","7440-70-2","T",4890,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3433","2011gre0s41","Carbon, Dissolved Organic (DOC)","2020-08-31","DOC","D",2.9,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104GRE0127","probability"
"3434","2011gre0s41","CHLORIDE (AS CL)","2020-08-31","16887-00-6","T",7,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3435","2011gre0s41","Chlorophyll A","2020-08-31","479-61-8","T",4.56,"ug/l",NA,"ug/l",0.16,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3436","2011gre0s41","Color, True","2020-08-31","COLOR","T",NA,"color unit",NA,"color unit",5,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3437","2011gre0s41","HARDNESS (AS CACO3)","2020-08-31","HARD","T",16.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3438","2011gre0s41","Iron","2020-08-31","7439-89-6","T",56.2,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1104GRE0127","probability"
"3439","2011gre0s41","Manganese","2020-08-31","7439-96-5","T",28.1,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3440","2011gre0s41","Nitrate+Nitrite as Nitrogen","2020-08-31","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3441","2011gre0s41","Nitrogen, ammonia (As N)","2020-08-31","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3442","2011gre0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-31","KN","T",0.14,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3443","2011gre0s41","pH of Color Analysis","2020-08-31","PHCOLOR","T",6.75,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3444","2011gre0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-31","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3445","2011gre0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-31","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3446","2011gre0s41","SULFATE (AS SO4)","2020-08-31","14808-79-8","T",2.6,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3447","2011gre0s41","TOTAL ORGANIC CARBON","2020-08-31","TOC","T",2.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3448","2011gre0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-31","ALK","T",12.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3449","2011gre0s42","Arsenic","2020-08-31","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3450","2011gre0s42","Calcium","2020-08-31","7440-70-2","T",4840,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3451","2011gre0s42","Carbon, Dissolved Organic (DOC)","2020-08-31","DOC","D",3.1,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104GRE0127","probability"
"3452","2011gre0s42","CHLORIDE (AS CL)","2020-08-31","16887-00-6","T",7.9,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3453","2011gre0s42","Color, True","2020-08-31","COLOR","T",13,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3454","2011gre0s42","HARDNESS (AS CACO3)","2020-08-31","HARD","T",16.4,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3455","2011gre0s42","Iron","2020-08-31","7439-89-6","T",150,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3456","2011gre0s42","Manganese","2020-08-31","7439-96-5","T",34.2,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3457","2011gre0s42","Nitrate+Nitrite as Nitrogen","2020-08-31","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3458","2011gre0s42","Nitrogen, ammonia (As N)","2020-08-31","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3459","2011gre0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-31","KN","T",0.25,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3460","2011gre0s42","pH of Color Analysis","2020-08-31","PHCOLOR","T",7.04,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3461","2011gre0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-31","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3462","2011gre0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-31","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104GRE0127","probability"
"3463","2011gre0s42","SULFATE (AS SO4)","2020-08-31","14808-79-8","T",2.9,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3464","2011gre0s42","TOTAL ORGANIC CARBON","2020-08-31","TOC","T",2.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104GRE0127","probability"
"3465","2011har0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-09-01","ALK","T",8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3466","2011har0s41","Arsenic","2020-09-01","7440-38-2","T",0.33,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1104HAR0680","probability"
"3467","2011har0s41","Calcium","2020-09-01","7440-70-2","T",4480,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3468","2011har0s41","Carbon, Dissolved Organic (DOC)","2020-09-01","DOC","D",5.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3469","2011har0s41","CHLORIDE (AS CL)","2020-09-01","16887-00-6","T",7.9,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3470","2011har0s41","Chlorophyll A","2020-09-01","479-61-8","T",3.5,"ug/l",NA,"ug/l",0.21,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3471","2011har0s41","Color, True","2020-09-01","COLOR","T",29,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3472","2011har0s41","HARDNESS (AS CACO3)","2020-09-01","HARD","T",14.7,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
