station,datetime,parameter,value
HRALBPH,7/29/2011 22:45,CHLA,4.2
HRALBPH,7/29/2011 23:00,CHLA,3.4
HRALBPH,7/29/2011 23:15,CHLA,3.5
HRALBPH,7/29/2011 23:30,CHLA,3.2
HRALBPH,7/29/2011 23:45,CHLA,3.7
HRALBPH,7/30/2011 0:00,CHLA,3.7
HRALBPH,7/30/2011 0:15,CHLA,3.6
HRALBPH,7/30/2011 0:30,CHLA,4.2
HRALBPH,7/30/2011 0:45,CHLA,4
HRALBPH,7/30/2011 1:00,CHLA,3.7
HRALBPH,7/30/2011 1:15,CHLA,4.6
HRALBPH,7/30/2011 1:30,CHLA,3.1
HRALBPH,7/30/2011 1:45,CHLA,4.1
HRALBPH,7/30/2011 2:00,CHLA,4.2
HRALBPH,7/30/2011 2:15,CHLA,4.1
HRALBPH,7/30/2011 2:30,CHLA,4.2
HRALBPH,7/30/2011 2:45,CHLA,4
HRALBPH,7/30/2011 3:00,CHLA,3.8
HRALBPH,7/30/2011 3:15,CHLA,3.9
HRALBPH,7/30/2011 3:30,CHLA,3.7
HRALBPH,7/30/2011 3:45,CHLA,3.7
HRALBPH,7/30/2011 4:00,CHLA,4.1
HRALBPH,7/30/2011 4:15,CHLA,4.4
HRALBPH,7/30/2011 4:30,CHLA,3.9
HRALBPH,7/30/2011 4:45,CHLA,3
HRALBPH,7/30/2011 5:00,CHLA,3.6
HRALBPH,7/30/2011 5:15,CHLA,2.9
HRALBPH,7/30/2011 5:30,CHLA,4
HRALBPH,7/30/2011 5:45,CHLA,2.9
HRALBPH,7/30/2011 6:00,CHLA,2.8
HRALBPH,7/30/2011 6:15,CHLA,3.6
HRALBPH,7/30/2011 6:30,CHLA,3.5
HRALBPH,7/30/2011 6:45,CHLA,2.5
HRALBPH,7/30/2011 7:00,CHLA,3.5
HRALBPH,7/30/2011 7:15,CHLA,3.7
HRALBPH,7/30/2011 7:30,CHLA,2.6
HRALBPH,7/30/2011 7:45,CHLA,2.4
HRALBPH,7/30/2011 8:00,CHLA,3.1
HRALBPH,7/30/2011 8:15,CHLA,2.9
HRALBPH,7/30/2011 8:30,CHLA,2.8
HRALBPH,7/30/2011 8:45,CHLA,3.4
HRALBPH,7/30/2011 9:00,CHLA,4
HRALBPH,7/30/2011 9:15,CHLA,4.3
HRALBPH,7/30/2011 9:30,CHLA,3.2
HRALBPH,7/30/2011 9:45,CHLA,3.1
HRALBPH,7/30/2011 10:00,CHLA,3.7
HRALBPH,7/30/2011 10:15,CHLA,3.3
HRALBPH,7/30/2011 10:30,CHLA,2.4
HRALBPH,7/30/2011 10:45,CHLA,3.1
HRALBPH,7/30/2011 11:00,CHLA,4.2
HRALBPH,7/30/2011 11:15,CHLA,3.7
HRALBPH,7/30/2011 11:30,CHLA,3.5
HRALBPH,7/30/2011 11:45,CHLA,3.7
HRALBPH,7/30/2011 12:00,CHLA,4.1
HRALBPH,7/30/2011 12:15,CHLA,4.4
HRALBPH,7/30/2011 12:30,CHLA,3.7
HRALBPH,7/30/2011 12:45,CHLA,3.1
HRALBPH,7/30/2011 13:00,CHLA,2.8
HRALBPH,7/30/2011 13:15,CHLA,3
HRALBPH,7/30/2011 13:30,CHLA,4.1
HRALBPH,7/30/2011 13:45,CHLA,3.3
HRALBPH,7/30/2011 14:00,CHLA,4.5
HRALBPH,7/30/2011 14:15,CHLA,3.9
HRALBPH,7/30/2011 14:30,CHLA,4.8
HRALBPH,7/30/2011 14:45,CHLA,3.3
HRALBPH,7/30/2011 15:00,CHLA,3.4
HRALBPH,7/30/2011 15:15,CHLA,3.4
HRALBPH,7/30/2011 15:30,CHLA,3.9
HRALBPH,7/30/2011 15:45,CHLA,2.8
HRALBPH,7/30/2011 16:00,CHLA,3.9
HRALBPH,7/30/2011 16:15,CHLA,4.2
HRALBPH,7/30/2011 16:30,CHLA,3
HRALBPH,7/30/2011 16:45,CHLA,2.7
HRALBPH,7/30/2011 17:00,CHLA,3.3
HRALBPH,7/30/2011 17:15,CHLA,2.6
HRALBPH,7/30/2011 17:30,CHLA,3.4
HRALBPH,7/30/2011 17:45,CHLA,3.8
HRALBPH,7/30/2011 18:00,CHLA,4.6
HRALBPH,7/30/2011 18:15,CHLA,5
HRALBPH,7/30/2011 18:30,CHLA,3.6
HRALBPH,7/30/2011 18:45,CHLA,3.3
HRALBPH,7/30/2011 19:00,CHLA,3
HRALBPH,7/30/2011 19:15,CHLA,3.3
HRALBPH,7/30/2011 19:30,CHLA,3
HRALBPH,7/30/2011 19:45,CHLA,3.2
HRALBPH,7/30/2011 20:00,CHLA,3.9
HRALBPH,7/30/2011 20:15,CHLA,3.4
HRALBPH,7/30/2011 20:30,CHLA,2.6
HRALBPH,7/30/2011 20:45,CHLA,2.7
HRALBPH,7/30/2011 21:00,CHLA,3
HRALBPH,7/30/2011 21:15,CHLA,3.5
HRALBPH,7/30/2011 21:30,CHLA,3.1
HRALBPH,7/30/2011 21:45,CHLA,3.2
HRALBPH,7/30/2011 22:00,CHLA,3.3
HRALBPH,7/30/2011 22:15,CHLA,3.8
HRALBPH,7/30/2011 22:30,CHLA,3.5
HRALBPH,7/30/2011 22:45,CHLA,3.4
HRALBPH,7/30/2011 23:00,CHLA,2.9
HRALBPH,7/30/2011 23:15,CHLA,3.7
HRALBPH,7/30/2011 23:30,CHLA,2.9
HRALBPH,7/30/2011 23:45,CHLA,3.3
HRALBPH,7/31/2011 0:00,CHLA,3.1
HRALBPH,7/31/2011 0:15,CHLA,3.5
HRALBPH,7/31/2011 0:30,CHLA,3.9
HRALBPH,7/31/2011 0:45,CHLA,4
HRALBPH,7/31/2011 1:00,CHLA,3.6
HRALBPH,7/31/2011 1:15,CHLA,3.5
HRALBPH,7/31/2011 1:30,CHLA,2.9
HRALBPH,7/31/2011 1:45,CHLA,3.3
HRALBPH,7/31/2011 2:00,CHLA,3.5
HRALBPH,7/31/2011 2:15,CHLA,3.5
HRALBPH,7/31/2011 2:30,CHLA,3.7
HRALBPH,7/31/2011 2:45,CHLA,3.1
HRALBPH,7/31/2011 3:00,CHLA,3.5
HRALBPH,7/31/2011 3:15,CHLA,2.6
HRALBPH,7/31/2011 3:30,CHLA,2.4
HRALBPH,7/31/2011 3:45,CHLA,3.2
HRALBPH,7/31/2011 4:00,CHLA,4
HRALBPH,7/31/2011 4:15,CHLA,3.2
HRALBPH,7/31/2011 4:30,CHLA,3.3
HRALBPH,7/31/2011 4:45,CHLA,3.5
HRALBPH,7/31/2011 5:00,CHLA,3.2
HRALBPH,7/31/2011 5:15,CHLA,3.2
HRALBPH,7/31/2011 5:30,CHLA,2.7
HRALBPH,7/31/2011 5:45,CHLA,3
HRALBPH,7/31/2011 6:00,CHLA,3.2
HRALBPH,7/31/2011 6:15,CHLA,3.5
HRALBPH,7/31/2011 6:30,CHLA,3.5
HRALBPH,7/31/2011 6:45,CHLA,3.1
HRALBPH,7/31/2011 7:00,CHLA,3.4
HRALBPH,7/31/2011 7:15,CHLA,3.2
HRALBPH,7/31/2011 7:30,CHLA,3
HRALBPH,7/31/2011 7:45,CHLA,2.9
HRALBPH,7/31/2011 8:00,CHLA,2.5
HRALBPH,7/31/2011 8:15,CHLA,3.2
HRALBPH,7/31/2011 8:30,CHLA,2.6
HRALBPH,7/31/2011 8:45,CHLA,3.3
HRALBPH,7/31/2011 9:00,CHLA,1.8
HRALBPH,7/31/2011 9:15,CHLA,2.8
HRALBPH,7/31/2011 9:30,CHLA,3
HRALBPH,7/31/2011 9:45,CHLA,2
HRALBPH,7/31/2011 10:00,CHLA,3
HRALBPH,7/31/2011 10:15,CHLA,2.4
HRALBPH,7/31/2011 10:30,CHLA,2.7
HRALBPH,7/31/2011 10:45,CHLA,3.1
HRALBPH,7/31/2011 11:00,CHLA,3.2
HRALBPH,7/31/2011 11:15,CHLA,3.5
HRALBPH,7/31/2011 11:30,CHLA,3.2
HRALBPH,7/31/2011 11:45,CHLA,3.2
HRALBPH,7/31/2011 12:00,CHLA,3.6
HRALBPH,7/31/2011 12:15,CHLA,3.9
HRALBPH,7/31/2011 12:30,CHLA,3.1
HRALBPH,7/31/2011 12:45,CHLA,3.8
HRALBPH,7/31/2011 13:00,CHLA,3.8
HRALBPH,7/31/2011 13:15,CHLA,3.2
HRALBPH,7/31/2011 13:30,CHLA,3.4
HRALBPH,7/31/2011 13:45,CHLA,4.7
HRALBPH,7/31/2011 14:00,CHLA,2.7
HRALBPH,7/31/2011 14:15,CHLA,4.5
HRALBPH,7/31/2011 14:30,CHLA,3.7
HRALBPH,7/31/2011 14:45,CHLA,3.7
HRALBPH,7/31/2011 15:00,CHLA,3
HRALBPH,7/31/2011 15:15,CHLA,2.9
HRALBPH,7/31/2011 15:30,CHLA,3.5
HRALBPH,7/31/2011 15:45,CHLA,2.4
HRALBPH,7/31/2011 16:00,CHLA,2.7
HRALBPH,7/31/2011 16:15,CHLA,2.6
HRALBPH,7/31/2011 16:30,CHLA,3.9
HRALBPH,7/31/2011 16:45,CHLA,4.6
HRALBPH,7/31/2011 17:00,CHLA,3.4
HRALBPH,7/31/2011 17:15,CHLA,3.1
HRALBPH,7/31/2011 17:30,CHLA,2.8
HRALBPH,7/31/2011 17:45,CHLA,4.4
HRALBPH,7/31/2011 18:00,CHLA,3.2
HRALBPH,7/31/2011 18:15,CHLA,4.6
HRALBPH,7/31/2011 18:30,CHLA,4.9
HRALBPH,7/31/2011 18:45,CHLA,5.2
HRALBPH,7/31/2011 19:00,CHLA,5.4
HRALBPH,7/31/2011 19:15,CHLA,4.6
HRALBPH,7/31/2011 19:30,CHLA,4.8
HRALBPH,7/31/2011 19:45,CHLA,4.2
HRALBPH,7/31/2011 20:00,CHLA,4.2
HRALBPH,7/31/2011 20:15,CHLA,3.6
HRALBPH,7/31/2011 20:30,CHLA,3.7
HRALBPH,7/31/2011 20:45,CHLA,3.9
HRALBPH,7/31/2011 21:00,CHLA,3
HRALBPH,7/31/2011 21:15,CHLA,3.8
HRALBPH,7/31/2011 21:30,CHLA,2.5
HRALBPH,7/31/2011 21:45,CHLA,3
HRALBPH,7/31/2011 22:00,CHLA,3.1
HRALBPH,7/31/2011 22:15,CHLA,4.6
HRALBPH,7/31/2011 22:30,CHLA,3.8
HRALBPH,7/31/2011 22:45,CHLA,3.2
HRALBPH,7/31/2011 23:00,CHLA,3.9
HRALBPH,7/31/2011 23:15,CHLA,3.4
HRALBPH,7/31/2011 23:30,CHLA,3.6
HRALBPH,7/31/2011 23:45,CHLA,3.6
HRALBPH,8/1/2011 0:00,CHLA,3.5
HRALBPH,8/1/2011 0:15,CHLA,4.4
HRALBPH,8/1/2011 0:30,CHLA,3.8
HRALBPH,8/1/2011 0:45,CHLA,3.6
HRALBPH,8/1/2011 1:00,CHLA,3.6
HRALBPH,8/1/2011 1:15,CHLA,4.1
HRALBPH,8/1/2011 1:30,CHLA,4.3
HRALBPH,8/1/2011 1:45,CHLA,3.7
HRALBPH,8/1/2011 2:00,CHLA,3.9
HRALBPH,8/1/2011 2:15,CHLA,3.7
HRALBPH,8/1/2011 2:30,CHLA,4.2
HRALBPH,8/1/2011 2:45,CHLA,4.1
HRALBPH,8/1/2011 3:00,CHLA,3.3
HRALBPH,8/1/2011 3:15,CHLA,4.1
HRALBPH,8/1/2011 3:30,CHLA,4
HRALBPH,8/1/2011 3:45,CHLA,4.4
HRALBPH,8/1/2011 4:00,CHLA,3.6
HRALBPH,8/1/2011 4:15,CHLA,4.3
HRALBPH,8/1/2011 4:30,CHLA,3.7
HRALBPH,8/1/2011 4:45,CHLA,3.3
HRALBPH,8/1/2011 5:00,CHLA,3.9
HRALBPH,8/1/2011 5:15,CHLA,4.2
HRALBPH,8/1/2011 5:30,CHLA,3.2
HRALBPH,8/1/2011 5:45,CHLA,3.2
HRALBPH,8/1/2011 6:00,CHLA,2.7
HRALBPH,8/1/2011 6:15,CHLA,3.2
HRALBPH,8/1/2011 6:30,CHLA,3.3
HRALBPH,8/1/2011 6:45,CHLA,3
HRALBPH,8/1/2011 7:00,CHLA,3.4
HRALBPH,8/1/2011 7:15,CHLA,3
HRALBPH,8/1/2011 7:30,CHLA,3.5
HRALBPH,8/1/2011 7:45,CHLA,2.8
HRALBPH,8/1/2011 8:00,CHLA,3.2
HRALBPH,8/1/2011 8:15,CHLA,3.6
HRALBPH,8/1/2011 8:30,CHLA,2.8
HRALBPH,8/1/2011 8:45,CHLA,4
HRALBPH,8/1/2011 9:00,CHLA,4
HRALBPH,8/1/2011 9:15,CHLA,3.6
HRALBPH,8/1/2011 9:30,CHLA,3.1
HRALBPH,8/1/2011 9:45,CHLA,3.9
HRALBPH,8/1/2011 10:00,CHLA,3.3
HRALBPH,8/1/2011 10:15,CHLA,3.8
HRALBPH,8/1/2011 10:30,CHLA,4.1
HRALBPH,8/1/2011 10:45,CHLA,3.6
HRALBPH,8/1/2011 11:00,CHLA,3.9
HRALBPH,8/1/2011 11:15,CHLA,3.7
HRALBPH,8/1/2011 11:30,CHLA,3.8
HRALBPH,8/1/2011 11:45,CHLA,4.8
HRALBPH,8/1/2011 12:00,CHLA,7.1
HRALBPH,8/1/2011 12:15,CHLA,2.6
HRALBPH,8/1/2011 12:30,CHLA,3.4
HRALBPH,8/1/2011 12:45,CHLA,4.1
HRALBPH,8/1/2011 13:00,CHLA,4.6
HRALBPH,8/1/2011 13:15,CHLA,5
HRALBPH,8/1/2011 13:30,CHLA,5.4
HRALBPH,8/1/2011 13:45,CHLA,4.2
HRALBPH,8/1/2011 14:00,CHLA,3.7
HRALBPH,8/1/2011 14:15,CHLA,4.1
HRALBPH,8/1/2011 14:30,CHLA,5.3
HRALBPH,8/1/2011 14:45,CHLA,3.8
HRALBPH,8/1/2011 15:00,CHLA,4.8
HRALBPH,8/1/2011 15:15,CHLA,3.1
HRALBPH,8/1/2011 15:30,CHLA,3.2
HRALBPH,8/1/2011 15:45,CHLA,3.6
HRALBPH,8/1/2011 16:00,CHLA,3.2
HRALBPH,8/1/2011 16:15,CHLA,4.6
HRALBPH,8/1/2011 16:30,CHLA,4
HRALBPH,8/1/2011 16:45,CHLA,4.9
HRALBPH,8/1/2011 17:00,CHLA,4.3
HRALBPH,8/1/2011 17:15,CHLA,4.4
HRALBPH,8/1/2011 17:30,CHLA,3.8
HRALBPH,8/1/2011 17:45,CHLA,2.8
HRALBPH,8/1/2011 18:00,CHLA,5.5
HRALBPH,8/1/2011 18:15,CHLA,3.2
HRALBPH,8/1/2011 18:30,CHLA,4.2
HRALBPH,8/1/2011 18:45,CHLA,3.9
HRALBPH,8/1/2011 19:00,CHLA,4.1
HRALBPH,8/1/2011 19:15,CHLA,7.3
HRALBPH,8/1/2011 19:30,CHLA,6
HRALBPH,8/1/2011 19:45,CHLA,5.7
HRALBPH,8/1/2011 20:00,CHLA,4.9
HRALBPH,8/1/2011 20:15,CHLA,4.7
HRALBPH,8/1/2011 20:30,CHLA,4.6
HRALBPH,8/1/2011 20:45,CHLA,4.1
HRALBPH,8/1/2011 21:00,CHLA,3.3
HRALBPH,8/1/2011 21:15,CHLA,3.9
HRALBPH,8/1/2011 21:30,CHLA,3.8
HRALBPH,8/1/2011 21:45,CHLA,3.5
HRALBPH,8/1/2011 22:00,CHLA,4.1
HRALBPH,8/1/2011 22:15,CHLA,4.4
HRALBPH,8/1/2011 22:30,CHLA,4.2
HRALBPH,8/1/2011 22:45,CHLA,4.4
HRALBPH,8/1/2011 23:00,CHLA,3.9
HRALBPH,8/1/2011 23:15,CHLA,4.3
HRALBPH,8/1/2011 23:30,CHLA,3.9
HRALBPH,8/1/2011 23:45,CHLA,4.2
HRALBPH,8/2/2011 0:00,CHLA,4
HRALBPH,8/2/2011 0:15,CHLA,4.1
HRALBPH,8/2/2011 0:30,CHLA,3.7
HRALBPH,8/2/2011 0:45,CHLA,4.1
HRALBPH,8/2/2011 1:00,CHLA,3.9
HRALBPH,8/2/2011 1:15,CHLA,3.8
HRALBPH,8/2/2011 1:30,CHLA,3.9
HRALBPH,8/2/2011 1:45,CHLA,4.4
HRALBPH,8/2/2011 2:00,CHLA,3.6
HRALBPH,8/2/2011 2:15,CHLA,5
HRALBPH,8/2/2011 2:30,CHLA,4.3
HRALBPH,8/2/2011 2:45,CHLA,4.7
HRALBPH,8/2/2011 3:00,CHLA,4.2
HRALBPH,8/2/2011 3:15,CHLA,4.7
HRALBPH,8/2/2011 3:30,CHLA,4.5
HRALBPH,8/2/2011 3:45,CHLA,4.4
HRALBPH,8/2/2011 4:00,CHLA,4.4
HRALBPH,8/2/2011 4:15,CHLA,3.9
HRALBPH,8/2/2011 4:30,CHLA,3.5
HRALBPH,8/2/2011 4:45,CHLA,4.2
HRALBPH,8/2/2011 5:00,CHLA,5
HRALBPH,8/2/2011 5:15,CHLA,3.5
HRALBPH,8/2/2011 5:30,CHLA,4.1
HRALBPH,8/2/2011 5:45,CHLA,4
HRALBPH,8/2/2011 6:00,CHLA,3.6
HRALBPH,8/2/2011 6:15,CHLA,2.7
HRALBPH,8/2/2011 6:30,CHLA,3.6
HRALBPH,8/2/2011 6:45,CHLA,4
HRALBPH,8/2/2011 7:00,CHLA,3.8
HRALBPH,8/2/2011 7:15,CHLA,3.6
HRALBPH,8/2/2011 7:30,CHLA,3.9
HRALBPH,8/2/2011 7:45,CHLA,4
HRALBPH,8/2/2011 8:00,CHLA,6
HRALBPH,8/2/2011 8:15,CHLA,11
HRALBPH,8/2/2011 8:30,CHLA,3.1
HRALBPH,8/2/2011 8:45,CHLA,15
HRALBPH,8/2/2011 9:00,CHLA,4
HRALBPH,8/2/2011 9:15,CHLA,7.2
HRALBPH,8/2/2011 9:30,CHLA,6
HRALBPH,8/2/2011 9:45,CHLA,3.9
HRALBPH,8/2/2011 10:00,CHLA,4.7
HRALBPH,8/2/2011 10:15,CHLA,4.1
HRALBPH,8/2/2011 10:30,CHLA,10.6
HRALBPH,8/2/2011 10:45,CHLA,5.1
HRALBPH,8/2/2011 11:00,CHLA,3.6
HRALBPH,8/2/2011 11:15,CHLA,4.4
HRALBPH,8/2/2011 11:30,CHLA,4
HRALBPH,8/2/2011 11:45,CHLA,3.3
HRALBPH,8/2/2011 12:00,CHLA,3.5
HRALBPH,8/2/2011 12:15,CHLA,3.4
HRALBPH,8/2/2011 12:30,CHLA,3.4
HRALBPH,8/2/2011 12:45,CHLA,3.3
HRALBPH,8/2/2011 13:00,CHLA,3.5
HRALBPH,8/2/2011 13:15,CHLA,3.2
HRALBPH,8/2/2011 13:30,CHLA,3.7
HRALBPH,8/2/2011 13:45,CHLA,3.5
HRALBPH,8/2/2011 14:00,CHLA,3.8
HRALBPH,8/2/2011 14:15,CHLA,3.8
HRALBPH,8/2/2011 14:30,CHLA,4.3
HRALBPH,8/2/2011 14:45,CHLA,3.8
HRALBPH,8/2/2011 15:00,CHLA,3.8
HRALBPH,8/2/2011 15:15,CHLA,4
HRALBPH,8/2/2011 15:30,CHLA,2.8
HRALBPH,8/2/2011 15:45,CHLA,3.4
HRALBPH,8/2/2011 16:00,CHLA,4
HRALBPH,8/2/2011 16:15,CHLA,2.9
HRALBPH,8/2/2011 16:30,CHLA,4.1
HRALBPH,8/2/2011 16:45,CHLA,4.4
HRALBPH,8/2/2011 17:00,CHLA,3.6
HRALBPH,8/2/2011 17:15,CHLA,3.4
HRALBPH,8/2/2011 17:30,CHLA,4.5
HRALBPH,8/2/2011 17:45,CHLA,4
HRALBPH,8/2/2011 18:00,CHLA,3.5
HRALBPH,8/2/2011 18:15,CHLA,4.9
HRALBPH,8/2/2011 18:30,CHLA,4.5
HRALBPH,8/2/2011 18:45,CHLA,5.8
HRALBPH,8/2/2011 19:00,CHLA,4.5
HRALBPH,8/2/2011 19:15,CHLA,4.8
HRALBPH,8/2/2011 19:30,CHLA,4.7
HRALBPH,8/2/2011 19:45,CHLA,4.7
HRALBPH,8/2/2011 20:00,CHLA,3.9
HRALBPH,8/2/2011 20:15,CHLA,3.8
HRALBPH,8/2/2011 20:30,CHLA,3.5
HRALBPH,8/2/2011 20:45,CHLA,4.6
HRALBPH,8/2/2011 21:00,CHLA,4.7
HRALBPH,8/2/2011 21:15,CHLA,3.9
HRALBPH,8/2/2011 21:30,CHLA,4.2
HRALBPH,8/2/2011 21:45,CHLA,3.8
HRALBPH,8/2/2011 22:00,CHLA,4.5
HRALBPH,8/2/2011 22:15,CHLA,4.4
HRALBPH,8/2/2011 22:30,CHLA,4.5
HRALBPH,8/2/2011 22:45,CHLA,4.5
HRALBPH,8/2/2011 23:00,CHLA,3.6
HRALBPH,8/2/2011 23:15,CHLA,4.7
HRALBPH,8/2/2011 23:30,CHLA,3.5
HRALBPH,8/2/2011 23:45,CHLA,4.1
HRALBPH,8/3/2011 0:00,CHLA,4.1
HRALBPH,8/3/2011 0:15,CHLA,4.3
HRALBPH,8/3/2011 0:30,CHLA,4.3
HRALBPH,8/3/2011 0:45,CHLA,3.8
HRALBPH,8/3/2011 1:00,CHLA,3.7
HRALBPH,8/3/2011 1:15,CHLA,3.8
HRALBPH,8/3/2011 1:30,CHLA,3.9
HRALBPH,8/3/2011 1:45,CHLA,4.8
HRALBPH,8/3/2011 2:00,CHLA,4
HRALBPH,8/3/2011 2:15,CHLA,5.1
HRALBPH,8/3/2011 2:30,CHLA,4.9
HRALBPH,8/3/2011 2:45,CHLA,5
HRALBPH,8/3/2011 3:00,CHLA,4.7
HRALBPH,8/3/2011 3:15,CHLA,3.9
HRALBPH,8/3/2011 3:30,CHLA,4.6
HRALBPH,8/3/2011 3:45,CHLA,4.4
HRALBPH,8/3/2011 4:00,CHLA,4.2
HRALBPH,8/3/2011 4:15,CHLA,4.1
HRALBPH,8/3/2011 4:30,CHLA,4
HRALBPH,8/3/2011 4:45,CHLA,4
HRALBPH,8/3/2011 5:00,CHLA,3.5
HRALBPH,8/3/2011 5:15,CHLA,3.8
HRALBPH,8/3/2011 5:30,CHLA,4
HRALBPH,8/3/2011 5:45,CHLA,4.1
HRALBPH,8/3/2011 6:00,CHLA,4.4
HRALBPH,8/3/2011 6:15,CHLA,4.3
HRALBPH,8/3/2011 6:30,CHLA,4.1
HRALBPH,8/3/2011 6:45,CHLA,4.2
HRALBPH,8/3/2011 7:00,CHLA,4
HRALBPH,8/3/2011 7:15,CHLA,4.2
HRALBPH,8/3/2011 7:30,CHLA,4.3
HRALBPH,8/3/2011 7:45,CHLA,4.3
HRALBPH,8/3/2011 8:00,CHLA,4.2
HRALBPH,8/3/2011 8:15,CHLA,4.1
HRALBPH,8/3/2011 8:30,CHLA,3.4
HRALBPH,8/3/2011 8:45,CHLA,4.4
HRALBPH,8/3/2011 9:00,CHLA,4.1
HRALBPH,8/3/2011 9:15,CHLA,3.8
HRALBPH,8/3/2011 9:30,CHLA,3.7
HRALBPH,8/3/2011 9:45,CHLA,3.7
HRALBPH,8/3/2011 10:00,CHLA,3.6
HRALBPH,8/3/2011 10:15,CHLA,3.3
HRALBPH,8/3/2011 10:30,CHLA,3
HRALBPH,8/3/2011 10:45,CHLA,3.8
HRALBPH,8/3/2011 11:00,CHLA,3.4
HRALBPH,8/3/2011 11:15,CHLA,2.2
HRALBPH,8/3/2011 11:30,CHLA,4.2
HRALBPH,8/3/2011 11:45,CHLA,3.4
HRALBPH,8/3/2011 12:00,CHLA,4.5
HRALBPH,8/3/2011 12:15,CHLA,3
HRALBPH,8/3/2011 12:30,CHLA,5.5
HRALBPH,8/3/2011 12:45,CHLA,3.5
HRALBPH,8/3/2011 13:00,CHLA,3.5
HRALBPH,8/3/2011 13:15,CHLA,4.2
HRALBPH,8/3/2011 13:30,CHLA,2.5
HRALBPH,8/3/2011 13:45,CHLA,4.5
HRALBPH,8/3/2011 14:00,CHLA,3.7
HRALBPH,8/3/2011 14:15,CHLA,5.1
HRALBPH,8/3/2011 14:30,CHLA,3.7
HRALBPH,8/3/2011 14:45,CHLA,4.2
HRALBPH,8/3/2011 15:00,CHLA,4
HRALBPH,8/3/2011 15:15,CHLA,3.4
HRALBPH,8/3/2011 15:30,CHLA,3.5
HRALBPH,8/3/2011 15:45,CHLA,3.9
HRALBPH,8/3/2011 16:00,CHLA,3.2
HRALBPH,8/3/2011 16:15,CHLA,3.6
HRALBPH,8/3/2011 16:30,CHLA,3.9
HRALBPH,8/3/2011 16:45,CHLA,3.3
HRALBPH,8/3/2011 17:00,CHLA,3.7
HRALBPH,8/3/2011 17:15,CHLA,3.9
HRALBPH,8/3/2011 17:30,CHLA,2.9
HRALBPH,8/3/2011 17:45,CHLA,3.2
HRALBPH,8/3/2011 18:00,CHLA,3.7
HRALBPH,8/3/2011 18:15,CHLA,3.1
HRALBPH,8/3/2011 18:30,CHLA,3.8
HRALBPH,8/3/2011 18:45,CHLA,3.9
HRALBPH,8/3/2011 19:00,CHLA,3.6
HRALBPH,8/3/2011 19:15,CHLA,3.2
HRALBPH,8/3/2011 19:30,CHLA,4.5
HRALBPH,8/3/2011 19:45,CHLA,4
HRALBPH,8/3/2011 20:00,CHLA,4.2
HRALBPH,8/3/2011 20:15,CHLA,3.4
HRALBPH,8/3/2011 20:30,CHLA,3.7
HRALBPH,8/3/2011 20:45,CHLA,4.1
HRALBPH,8/3/2011 21:00,CHLA,3.4
HRALBPH,8/3/2011 21:15,CHLA,3.5
HRALBPH,8/3/2011 21:30,CHLA,3.5
HRALBPH,8/3/2011 21:45,CHLA,2.6
HRALBPH,8/3/2011 22:00,CHLA,3.8
HRALBPH,8/3/2011 22:15,CHLA,4
HRALBPH,8/3/2011 22:30,CHLA,4
HRALBPH,8/3/2011 22:45,CHLA,3.8
HRALBPH,8/3/2011 23:00,CHLA,3.1
HRALBPH,8/3/2011 23:15,CHLA,3.7
HRALBPH,8/3/2011 23:30,CHLA,3.7
HRALBPH,8/3/2011 23:45,CHLA,3.4
HRALBPH,8/4/2011 0:00,CHLA,4.4
HRALBPH,8/4/2011 0:15,CHLA,3.5
HRALBPH,8/4/2011 0:30,CHLA,3.6
HRALBPH,8/4/2011 0:45,CHLA,3
HRALBPH,8/4/2011 1:00,CHLA,3.2
HRALBPH,8/4/2011 1:15,CHLA,3.3
HRALBPH,8/4/2011 1:30,CHLA,2.6
HRALBPH,8/4/2011 1:45,CHLA,3.3
HRALBPH,8/4/2011 2:00,CHLA,3.9
HRALBPH,8/4/2011 2:15,CHLA,3.1
HRALBPH,8/4/2011 2:30,CHLA,2.7
HRALBPH,8/4/2011 2:45,CHLA,2.7
HRALBPH,8/4/2011 3:00,CHLA,3.9
HRALBPH,8/4/2011 3:15,CHLA,3.1
HRALBPH,8/4/2011 3:30,CHLA,2.9
HRALBPH,8/4/2011 3:45,CHLA,3.3
HRALBPH,8/4/2011 4:00,CHLA,3.2
HRALBPH,8/4/2011 4:15,CHLA,2.8
HRALBPH,8/4/2011 4:30,CHLA,2.6
HRALBPH,8/4/2011 4:45,CHLA,3.6
HRALBPH,8/4/2011 5:00,CHLA,4.1
HRALBPH,8/4/2011 5:15,CHLA,2.7
HRALBPH,8/4/2011 5:30,CHLA,4.8
HRALBPH,8/4/2011 5:45,CHLA,3.9
HRALBPH,8/4/2011 6:00,CHLA,3.2
HRALBPH,8/4/2011 6:15,CHLA,4
HRALBPH,8/4/2011 6:30,CHLA,4.3
HRALBPH,8/4/2011 6:45,CHLA,4.8
HRALBPH,8/4/2011 7:00,CHLA,3.8
HRALBPH,8/4/2011 7:15,CHLA,3.7
HRALBPH,8/4/2011 7:30,CHLA,3.4
HRALBPH,8/4/2011 7:45,CHLA,2.8
HRALBPH,8/4/2011 8:00,CHLA,4.4
HRALBPH,8/4/2011 8:15,CHLA,3.6
HRALBPH,8/4/2011 8:30,CHLA,3
HRALBPH,8/4/2011 8:45,CHLA,3.3
HRALBPH,8/4/2011 9:00,CHLA,3
